achalasia-of-cardia.K11_ACHAL	K11_ACHAL
treatmentmedication-code-peppermint-oil-product.20003_1140865414	20003_1140865414
treatmentmedication-code-peptac-liquid.20003_1141168752	20003_1141168752
treatmentmedication-code-perindopril.20003_1140888560	20003_1140888560
treatmentmedication-code-persantin-25mg-tablet.20003_1140861780	20003_1140861780
treatmentmedication-code-phenobarbitone.20003_2038460068	20003_2038460068
treatmentmedication-code-phenytoin.20003_2038460076	20003_2038460076
treatmentmedication-code-phyllocontin-continus-225mg-mr-tablet.20003_1140862266	20003_1140862266
treatmentmedication-code-pioglitazone.20003_1141171646	20003_1141171646
treatmentmedication-code-piriton-4mg-tablet.20003_1140862628	20003_1140862628
treatmentmedication-code-piroxicam.20003_1140871666	20003_1140871666
treatmentmedication-code-pizotifen.20003_1140883664	20003_1140883664
treatmentmedication-code-plaquenil-200mg-tablet.20003_1140875392	20003_1140875392
treatmentmedication-code-plavix-75mg-tablet.20003_1141168322	20003_1141168322
treatmentmedication-code-pramipexole.20003_1141164060	20003_1141164060
treatmentmedication-code-pravastatin.20003_1140888648	20003_1140888648
treatmentmedication-code-prednisolone.20003_1140874930	20003_1140874930
treatmentmedication-code-prednisolone-product.20003_1141157402	20003_1141157402
treatmentmedication-code-prednisone.20003_1140868364	20003_1140868364
treatmentmedication-code-pregabalin.20003_1141200004	20003_1141200004
treatmentmedication-code-priadel-200mg-mr-tablet.20003_1140867504	20003_1140867504
treatmentmedication-code-prochlorperazine.20003_1140868170	20003_1140868170
treatmentmedication-code-proctosedyl-ointment.20003_1140881446	20003_1140881446
treatmentmedication-code-procyclidine.20003_1140883476	20003_1140883476
treatmentmedication-code-propranolol.20003_1140879842	20003_1140879842
treatmentmedication-code-protelos-2g-sachets.20003_1141200768	20003_1141200768
treatmentmedication-code-prozac-20mg-capsule.20003_1140867876	20003_1140867876
treatmentmedication-code-pulmicort-ls-50micrograms-inhaler.20003_1140862574	20003_1140862574
treatmentmedication-code-pyridoxine-preparation.20003_1140888362	20003_1140888362
treatmentmedication-code-questran-4gsachet-powder.20003_1140861936	20003_1140861936
treatmentmedication-code-quetiapine.20003_1141152848	20003_1141152848
treatmentmedication-code-quinapril.20003_1140860728	20003_1140860728
treatmentmedication-code-quinine.20003_1140874420	20003_1140874420
treatmentmedication-code-qvar-50-inhaler.20003_1141167594	20003_1141167594
treatmentmedication-code-rabeprazole-sodium.20003_1141168584	20003_1141168584
treatmentmedication-code-ramipril.20003_1140860806	20003_1140860806
treatmentmedication-code-ranitidine.20003_1140879406	20003_1140879406
treatmentmedication-code-reductil-10mg-capsule.20003_1141174508	20003_1141174508
treatmentmedication-code-rennie-duo-oral-suspension.20003_1141166086	20003_1141166086
treatmentmedication-code-respiratory-mometasone.20003_1141191748	20003_1141191748
treatmentmedication-code-rhinocort-50micrograms-nasal-spray.20003_1140876146	20003_1140876146
treatmentmedication-code-rino-clenil-50micrograms-nasal-spray.20003_1141192916	20003_1141192916
treatmentmedication-code-risedronate-sodium.20003_1141175684	20003_1141175684
treatmentmedication-code-risperidone.20003_1140867444	20003_1140867444
treatmentmedication-code-rizatriptan.20003_1141167932	20003_1141167932
treatmentmedication-code-ropinirole.20003_1140928274	20003_1140928274
treatmentmedication-code-rosiglitazone.20003_1141177600	20003_1141177600
treatmentmedication-code-rosiglitazone-1mg-metformin-500mg-tablet.20003_1141189090	20003_1141189090
treatmentmedication-code-rosuvastatin.20003_1141192410	20003_1141192410
treatmentmedication-code-salamol-100micrograms-inhaler.20003_1140862086	20003_1140862086
treatmentmedication-code-salazopyrin-500mg-tablet.20003_1140865670	20003_1140865670
treatmentmedication-code-salbutamol.20003_1140881856	20003_1140881856
treatmentmedication-code-salbutamol-100micrograms-spacehaler.20003_1140926606	20003_1140926606
treatmentmedication-code-salbutamol-product.20003_1141157486	20003_1141157486
treatmentmedication-code-salmeterol.20003_1140862144	20003_1140862144
treatmentmedication-code-salmeterol-product.20003_1141157264	20003_1141157264
treatmentmedication-code-salmeterolfluticasone-propionate.20003_1141164086	20003_1141164086
treatmentmedication-code-securon-40mg-tablet.20003_1140866466	20003_1140866466
treatmentmedication-code-selenium-ace-tablet.20003_1140911682	20003_1140911682
treatmentmedication-code-selenium-product.20003_1140883748	20003_1140883748
treatmentmedication-code-senna.20003_1140865716	20003_1140865716
treatmentmedication-code-senna-product.20003_1141157178	20003_1141157178
treatmentmedication-code-senokot-75mg-tablet.20003_1140851088	20003_1140851088
treatmentmedication-code-serc-8-tablet.20003_1140868064	20003_1140868064
treatmentmedication-code-seretide-50-evohaler.20003_1141176832	20003_1141176832
treatmentmedication-code-serevent-25mcg-inhaler.20003_1140862148	20003_1140862148
treatmentmedication-code-seroxat-20mg-tablet.20003_1140882236	20003_1140882236
treatmentmedication-code-sertraline.20003_1140867878	20003_1140867878
treatmentmedication-code-simvador-10mg-tablet.20003_1141188146	20003_1141188146
treatmentmedication-code-simvastatin.20003_1140861958	20003_1140861958
treatmentmedication-code-sinemet-625-tablet.20003_1141164872	20003_1141164872
treatmentmedication-code-singulair-10mg-tablet.20003_1141157132	20003_1141157132
treatmentmedication-code-slozem-120mg-mr-capsule.20003_1140911698	20003_1140911698
treatmentmedication-code-sodium-bicarbonate.20003_1140877826	20003_1140877826
treatmentmedication-code-sodium-cromoglicate.20003_1140909788	20003_1140909788
treatmentmedication-code-sodium-cromoglycate.20003_1140862526	20003_1140862526
treatmentmedication-code-sodium-thyroxine.20003_1140910814	20003_1140910814
treatmentmedication-code-sodium-valproate.20003_1140872198	20003_1140872198
treatmentmedication-code-sodium-warfarin.20003_1140910832	20003_1140910832
treatmentmedication-code-solifenacin.20003_1141200322	20003_1141200322
treatmentmedication-code-solpadol-caplet.20003_1140871688	20003_1140871688
treatmentmedication-code-solpadol-capsule.20003_1141168122	20003_1141168122
treatmentmedication-code-sotalol.20003_1140879854	20003_1140879854
treatmentmedication-code-spasmonal-60mg-capsule.20003_1140865336	20003_1140865336
treatmentmedication-code-spiriva-18micrograms-inhalation-capsule.20003_1141182632	20003_1141182632
treatmentmedication-code-spironolactone.20003_1140866236	20003_1140866236
treatmentmedication-code-st-johns-worthypericum-ctsu.20003_1201	20003_1201
treatmentmedication-code-stemetil-5mg-tablet.20003_1140868172	20003_1140868172
treatmentmedication-code-strontium-product.20003_1141200708	20003_1141200708
treatmentmedication-code-sulfasalazine.20003_1140909702	20003_1140909702
treatmentmedication-code-sulphasalazine.20003_1140865668	20003_1140865668
treatmentmedication-code-sumatriptan.20003_1140884412	20003_1140884412
treatmentmedication-code-symbicort-1006-turbohaler.20003_1141174520	20003_1141174520
treatmentmedication-code-synalar-110-cream.20003_1140913292	20003_1140913292
treatmentmedication-code-syndol-tablet.20003_1140856342	20003_1140856342
treatmentmedication-code-tacrolimus.20003_1140911642	20003_1140911642
treatmentmedication-code-tears-naturale-eye-drops.20003_1140878172	20003_1140878172
treatmentmedication-code-tegretol-100mg-tablet.20003_1140872072	20003_1140872072
treatmentmedication-code-telfast-30-tablet.20003_1141194386	20003_1141194386
trunk-fat-mass.23128_irnt	23128_irnt
treatmentmedication-code-telmisartan.20003_1141166006	20003_1141166006
trunk-fat-percentage.23127_irnt	23127_irnt
treatmentmedication-code-temazepam.20003_1140863202	20003_1140863202
trunk-fat-free-mass.23129_irnt	23129_irnt
treatmentmedication-code-tenofovir.20003_1141179764	20003_1141179764
trunk-predicted-mass.23130_irnt	23130_irnt
treatmentmedication-code-terazosin.20003_1140879798	20003_1140879798
treatmentmedication-code-terbinafine.20003_1140927328	20003_1140927328
treatmentmedication-code-terbutaline.20003_1140879792	20003_1140879792
treatmentmedication-code-tetracycline.20003_1140873450	20003_1140873450
treatmentmedication-code-tetralysal-300-capsule.20003_1140873476	20003_1140873476
treatmentmedication-code-thiamine-preparation.20003_1140888366	20003_1140888366
treatmentmedication-code-thyroxine-product.20003_1140884516	20003_1140884516
treatmentmedication-code-thyroxine-sodium.20003_1140874852	20003_1140874852
treatmentmedication-code-tildiem-60mg-mr-tablet.20003_1140861128	20003_1140861128
treatmentmedication-code-timolol.20003_1140879866	20003_1140879866
treatmentmedication-code-timolol-025-eye-drops.20003_1140875840	20003_1140875840
treatmentmedication-code-timoptol-025-eye-drops.20003_1140881882	20003_1140881882
treatmentmedication-code-tiotropium.20003_1141182628	20003_1141182628
treatmentmedication-code-tolterodine-l-tartrate.20003_1141162764	20003_1141162764
treatmentmedication-code-topiramate.20003_1140923484	20003_1140923484
treatmentmedication-code-tramacet-325mg375mg-tablet.20003_1141190960	20003_1141190960
treatmentmedication-code-tramadol.20003_1140864992	20003_1140864992
treatmentmedication-code-trandolapril.20003_1140860904	20003_1140860904
treatmentmedication-code-travatan-40microgramsml-eye-drops.20003_1141185326	20003_1141185326
treatmentmedication-code-travoprost.20003_1141185316	20003_1141185316
treatmentmedication-code-trazodone.20003_1140879634	20003_1140879634
treatmentmedication-code-triamcinolone.20003_1140868426	20003_1140868426
treatmentmedication-code-trimethoprim.20003_1140873966	20003_1140873966
treatmentmedication-code-trimovate-ointment.20003_1140884700	20003_1140884700
treatmentmedication-code-trospium.20003_1141171496	20003_1141171496
treatmentmedication-code-tylex-capsule.20003_1140871680	20003_1140871680
treatmentmedication-code-uniphyllin-continus-200mg-mr-tablet.20003_1140862438	20003_1140862438
treatmentmedication-code-ursodeoxycholic-acid.20003_1141173328	20003_1141173328
treatmentmedication-code-valsartan.20003_1141145660	20003_1141145660
treatmentmedication-code-vascalpha-5mg-mr-tablet.20003_1141190160	20003_1141190160
treatmentmedication-code-venlafaxine.20003_1140916282	20003_1140916282
treatmentmedication-code-ventolin-100micrograms-inhaler.20003_1140861998	20003_1140861998
treatmentmedication-code-ventolin-2mg-tablet.20003_1140862060	20003_1140862060
treatmentmedication-code-verapamil.20003_1140888510	20003_1140888510
treatmentmedication-code-vesicare-5mg-tablet.20003_1141200384	20003_1141200384
treatmentmedication-code-viscotears-liquid-eye-gel.20003_1140865010	20003_1140865010
treatmentmedication-code-vitamin-a.20003_1140852756	20003_1140852756
treatmentmedication-code-vitamin-b-compound-tablet.20003_1140871024	20003_1140871024
treatmentmedication-code-vitamin-b1-preparation.20003_1140909872	20003_1140909872
treatmentmedication-code-vitamin-b12-preparation.20003_1140870570	20003_1140870570
treatmentmedication-code-vitamin-b6-preparation.20003_1140909874	20003_1140909874
treatmentmedication-code-vitamin-c-product.20003_1140909726	20003_1140909726
treatmentmedication-code-vitamin-c-product.20003_1195	20003_1195
treatmentmedication-code-vitamin-d-product.20003_1140870954	20003_1140870954
treatmentmedication-code-vitamin-e-product.20003_1140871112	20003_1140871112
treatmentmedication-code-voltarol-25mg-ec-tablet.20003_1140871168	20003_1140871168
treatmentmedication-code-voltarol-emulgel.20003_1140877892	20003_1140877892
treatmentmedication-code-warfarin.20003_1140888266	20003_1140888266
treatmentmedication-code-xalacom-000505-eye-drops.20003_1141184726	20003_1141184726
treatmentmedication-code-xalatan-0005-eye-drops.20003_1141146198	20003_1141146198
treatmentmedication-code-xenical-120mg-capsule.20003_1141168684	20003_1141168684
treatmentmedication-code-zanidip-10mg-tablet.20003_1141153032	20003_1141153032
treatmentmedication-code-zantac-75-tablet.20003_1140916980	20003_1140916980
treatmentmedication-code-zapain-caplet.20003_1141178052	20003_1141178052
treatmentmedication-code-zimovane-ls-375mg-tablet.20003_1140928004	20003_1140928004
treatmentmedication-code-zinc-product.20003_1140888538	20003_1140888538
treatmentmedication-code-zirtek-10mg-tablet.20003_1140862770	20003_1140862770
treatmentmedication-code-zirtek-allergy-10mg-tablet.20003_1141180662	20003_1141180662
treatmentmedication-code-zolmitriptan.20003_1141150620	20003_1141150620
treatmentmedication-code-zolpidem.20003_1140865016	20003_1140865016
treatmentmedication-code-zomig-25mg-tablet.20003_1141150624	20003_1141150624
treatmentmedication-code-zopiclone.20003_1140863144	20003_1140863144
treatmentmedication-code-zoton-15mg-capsule.20003_1140923688	20003_1140923688
treatmentmedication-code-zydol-50mg-capsule.20003_1140865000	20003_1140865000
trunk-fat-mass.23128_raw	23128_raw
trunk-fat-percentage.23127_raw	23127_raw
trunk-fat-free-mass.23129_raw	23129_raw
trunk-predicted-mass.23130_raw	23130_raw
type-milk-consumed-cholesterol-lowering-milk.100920_2110	100920_2110
type-milk-consumed-did-not-have-milk.100920_0	100920_0
type-milk-consumed-goatsheep-milk.100920_2107	100920_2107
type-milk-consumed-other-type-of-milk.100920_2199	100920_2199
type-milk-consumed-powdered-milk.100920_2109	100920_2109
type-milk-consumed-riceoatvegetable-milk.100920_2108	100920_2108
type-milk-consumed-semiskimmed.100920_2102	100920_2102
type-milk-consumed-skimmed.100920_2103	100920_2103
type-milk-consumed-soya-with-calcium.100920_2105	100920_2105
type-milk-consumed-soya-without-calcium.100920_2106	100920_2106
type-milk-consumed-wholemilk.100920_2104	100920_2104
type-of-accommodation-lived-in-a-flat-maisonette-or-apartment.670_2	670_2
type-of-accommodation-lived-in-a-house-or-bungalow.670_1	670_1
type-of-accommodation-lived-in-mobile-or-temporary-structure-ie-caravan.670_3	670_3
type-of-accommodation-lived-in-sheltered-accommodation.670_4	670_4
type-of-fatoil-used-in-cooking-butter.20090_359	20090_359
type-of-fatoil-used-in-cooking-cholesterol-lowering-olive-spread.20090_369	20090_369
type-of-fatoil-used-in-cooking-cholesterol-lowering-polyunsaturated-margarine.20090_375	20090_375
type-of-fatoil-used-in-cooking-cooking-fat-unknown.20090_352	20090_352
type-of-fatoil-used-in-cooking-dairy-spread.20090_377	20090_377
type-of-fatoil-used-in-cooking-hard-margarine.20090_395	20090_395
type-of-fatoil-used-in-cooking-lard.20090_364	20090_364
type-of-fatoil-used-in-cooking-low-fat-butter.20090_361	20090_361
type-of-fatoil-used-in-cooking-low-fat-dairy-spread.20090_379	20090_379
type-of-fatoil-used-in-cooking-low-fat-olive-spread-for.20090_367	20090_367
type-of-fatoil-used-in-cooking-low-fat-polyunsaturated-margarine.20090_373	20090_373
type-of-fatoil-used-in-cooking-low-fat-soft-margarine.20090_391	20090_391
type-of-fatoil-used-in-cooking-low-fat-soya-margarine.20090_385	20090_385
type-of-fatoil-used-in-cooking-normal-fat-butter.20090_362	20090_362
type-of-fatoil-used-in-cooking-normal-fat-dairy-spread.20090_380	20090_380
type-of-fatoil-used-in-cooking-normal-fat-olive-spread.20090_368	20090_368
type-of-fatoil-used-in-cooking-normal-fat-polyunsaturated-margarine.20090_374	20090_374
type-of-fatoil-used-in-cooking-normal-fat-soft-margarine.20090_392	20090_392
